SITE_NO,SITE_ID,BU,SITE_NAME,REG,VP_DISTRICT,SITE_FULLNAME,YearMonth,RFID,SALE_TARGET,CLUSTER,LAT,LNG,CHANNEL
15039,15039,MARKET,Borabue,,,,202511,20251115039,,,,,B2B
15039,15039,MARKET,Borabue,,,,202512,20251215039,,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202601,20260115039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202601,20260115039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202602,20260215039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202602,20260215039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202603,20260315039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202603,20260315039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202604,20260415039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202604,20260415039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202605,20260515039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202605,20260515039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202606,20260615039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202606,20260615039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202607,20260715039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202607,20260715039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202608,20260815039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202608,20260815039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202609,20260915039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202609,20260915039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202610,20261015039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202610,20261015039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202611,20261115039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202611,20261115039,0,,,,PJS
15039,15039,BMK,Borabue,,,15039-Borabue,202612,20261215039,0,,,,B2B
15039,15039,BMK,Borabue,,,15039-Borabue,202612,20261215039,0,,,,PJS
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202401,20240115040,1037850.641,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202402,20240215040,1157726.544,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202403,20240315040,1191347.797,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202404,20240415040,1145648.291,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202405,20240515040,1298328.363,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202406,20240615040,1243158.137,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202407,20240715040,1277082.944,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202408,20240815040,1215337.612,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202409,20240915040,1170499.065,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202410,20241015040,1327394.209,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202411,20241115040,1378910.599,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202412,20241215040,1516321.031,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202501,20250115040,1247073.142,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202502,20250215040,1442403.302,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202503,20250315040,1509606.196,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202504,20250415040,1463883.744,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202505,20250515040,1740164.769,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202506,20250615040,2017433.164,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202507,20250715040,2011874.85,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202508,20250815040,1829554.927,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202509,20250915040,1962695.077,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202510,20251015040,1972081.042,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202511,20251115040,2126385.917,BMK,14.5949274,100.3422076,B2B
15040,15040,MARKET,Wiset Chaichan,C&W,Wichian  Nasungnoen,15040-Wiset Chaichan,202512,20251215040,2169568.392,BMK,14.5949274,100.3422076,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202601,20260115040,562310.7631,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202601,20260115040,1138969.657,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202602,20260215040,638668.7472,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202602,20260215040,1072534.887,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202603,20260315040,658334.7691,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202603,20260315040,1126243.167,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202604,20260415040,589871.0087,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202604,20260415040,1235444.716,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202605,20260515040,669332.0179,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202605,20260515040,1158240.649,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202606,20260615040,692061.1928,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202606,20260615040,1079448.211,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202607,20260715040,679147.7222,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202607,20260715040,1308979.571,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202608,20260815040,656644.7933,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202608,20260815040,1323611.347,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202609,20260915040,613308.9273,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202609,20260915040,1341419.417,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202610,20261015040,607700.8263,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202610,20261015040,1342925.631,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202611,20261115040,651026.9943,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202611,20261115040,1326008.473,,,,B2B
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202612,20261215040,658602.7449,,,,PJS
15040,15040,BMK,Wiset Chaichan,,,15040-Wiset Chaichan,202612,20261215040,1346090.423,,,,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202401,20240115041,1211926.463,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202402,20240215041,1351908.82,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202403,20240315041,1391169.273,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202404,20240415041,1337804.715,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202405,20240515041,1516093.394,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202406,20240615041,1451669.619,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202407,20240715041,1491284.539,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202408,20240815041,1419182.833,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202409,20240915041,1366823.64,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202410,20241015041,1550034.374,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202411,20241115041,1610191.466,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202412,20241215041,1770649.369,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202501,20250115041,667771.6008,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202502,20250215041,772365.2524,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202503,20250315041,808350.4583,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202504,20250415041,783867.4076,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202505,20250515041,931807.9063,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202506,20250615041,1080277.113,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202507,20250715041,1077300.797,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202508,20250815041,979673.7507,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202509,20250915041,1050966.451,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202510,20251015041,1055992.364,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202511,20251115041,1138618.161,BMK,17.7643473,102.1991015,B2B
15041,15041,MARKET,Namsom,NE1,NE1,15041-Namsom,202512,20251215041,1161741.128,BMK,17.7643473,102.1991015,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202601,20260115041,108227.4143,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202601,20260115041,498104.1707,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202602,20260215041,122923.9624,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202602,20260215041,469050.3359,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202603,20260315041,126709.0628,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202603,20260315041,492538.5107,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202604,20260415041,113531.9084,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202604,20260415041,540295.487,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202605,20260515041,128825.6927,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202605,20260515041,506531.9294,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202606,20260615041,133200.3553,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202606,20260615041,472073.7313,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202607,20260715041,130714.912,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202607,20260715041,572454.3932,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202608,20260815041,126383.7948,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202608,20260815041,578853.2893,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202609,20260915041,118042.9821,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202609,20260915041,586641.27,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202610,20261015041,116963.5963,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202610,20261015041,587299.9807,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202611,20261115041,125302.5424,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202611,20261115041,579901.6213,,,,B2B
15041,15041,BMK,Namsom,,,15041-Namsom,202612,20261215041,126760.6398,,,,PJS
15041,15041,BMK,Namsom,,,15041-Namsom,202612,20261215041,588684.0352,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202401,20240115042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202402,20240215042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202403,20240315042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202404,20240415042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202405,20240515042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202406,20240615042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202407,20240715042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202408,20240815042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202409,20240915042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202410,20241015042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202411,20241115042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202412,20241215042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202501,20250115042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202502,20250215042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202503,20250315042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202504,20250415042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202505,20250515042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202506,20250615042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202507,20250715042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202508,20250815042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202509,20250915042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202510,20251015042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202511,20251115042,,,,,B2B
15042,15042,MARKET,Palm Island,BKK3,Saitan Boonpitak ,,202512,20251215042,,,,,B2B
15043,15043,MARKET,Napa,,,,202401,20240115043,,,,,B2B
15043,15043,MARKET,Napa,,,,202402,20240215043,,,,,B2B
15043,15043,MARKET,Napa,,,,202403,20240315043,,,,,B2B
15043,15043,MARKET,Napa,,,,202404,20240415043,,,,,B2B
15043,15043,MARKET,Napa,,,,202405,20240515043,,,,,B2B
15043,15043,MARKET,Napa,,,,202406,20240615043,,,,,B2B
15043,15043,MARKET,Napa,,,,202407,20240715043,,,,,B2B
15043,15043,MARKET,Napa,,,,202408,20240815043,,,,,B2B
15043,15043,MARKET,Napa,,,,202409,20240915043,,,,,B2B
15043,15043,MARKET,Napa,,,,202410,20241015043,,,,,B2B
15043,15043,MARKET,Napa,,,,202411,20241115043,,,,,B2B
15043,15043,MARKET,Napa,,,,202412,20241215043,,,,,B2B
15043,15043,MARKET,Napa,,,,202501,20250115043,,,,,B2B
15043,15043,MARKET,Napa,,,,202502,20250215043,,,,,B2B
15043,15043,MARKET,Napa,,,,202503,20250315043,,,,,B2B
15043,15043,MARKET,Napa,,,,202504,20250415043,,,,,B2B
15043,15043,MARKET,Napa,,,,202505,20250515043,,,,,B2B
15043,15043,MARKET,Napa,,,,202506,20250615043,,,,,B2B
15043,15043,MARKET,Napa,,,,202507,20250715043,,,,,B2B
15043,15043,MARKET,Napa,,,,202508,20250815043,,,,,B2B
15043,15043,MARKET,Napa,,,,202509,20250915043,,,,,B2B
15043,15043,MARKET,Napa,,,,202510,20251015043,,,,,B2B
15043,15043,MARKET,Napa,,,,202511,20251115043,,,,,B2B
15043,15043,MARKET,Napa,,,,202512,20251215043,,,,,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202401,20240115044,735946.9488,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202402,20240215044,820951.7672,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202403,20240315044,885401.5955,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202404,20240415044,851436.8085,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202405,20240515044,964908.395,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202406,20240615044,923906.6037,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202407,20240715044,949118.2527,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202408,20240815044,903230.0671,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202409,20240915044,869906.7581,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202410,20241015044,986510.7288,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202411,20241115044,1024796.891,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202412,20241215044,1126919.82,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202501,20250115044,260537.349,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202502,20250215044,301345.5425,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202503,20250315044,315385.5079,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202504,20250415044,305833.2162,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202505,20250515044,363553.5884,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202506,20250615044,421480.241,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202507,20250715044,420319.0034,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202508,20250815044,382228.8962,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202509,20250915044,410044.4114,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202510,20251015044,412005.3184,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202511,20251115044,444242.5478,BMK,15.1725307,102.2490798,B2B
15044,15044,MARKET,Non Sung,NE2,Pajaob Wongpakdee,15044-Non Sung,202512,20251215044,453264.1899,BMK,15.1725307,102.2490798,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202601,20260115044,12014.819,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202601,20260115044,253630.8968,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202602,20260215044,13646.34985,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202602,20260215044,238836.9027,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202603,20260315044,14066.55112,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202603,20260315044,250796.9046,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202604,20260415044,12603.69509,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202604,20260415044,275114.3977,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202605,20260515044,14301.52786,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202605,20260515044,257922.2481,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202606,20260615044,14787.17911,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202606,20260615044,240376.3929,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202607,20260715044,14511.25871,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202607,20260715044,291489.4708,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202608,20260815044,14030.44163,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202608,20260815044,294747.7406,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202609,20260915044,13104.48997,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202609,20260915044,298713.3218,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202610,20261015044,12984.66242,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202610,20261015044,299048.7323,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202611,20261115044,13910.40687,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202611,20261115044,295281.5434,,,,B2B
15044,15044,BMK,Non Sung,,,15044-Non Sung,202612,20261215044,14072.27692,,,,PJS
15044,15044,BMK,Non Sung,,,15044-Non Sung,202612,20261215044,299753.4825,,,,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202401,20240115045,849052.0744,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202402,20240215045,947120.9875,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202403,20240315045,974626.0959,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202404,20240415045,937239.9262,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202405,20240515045,1062145.502,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202406,20240615045,1017011.46,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202407,20240715045,1044764.902,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202408,20240815045,994251.8505,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202409,20240915045,957570.02,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202410,20241015045,1085923.892,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202411,20241115045,1128068.779,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202412,20241215045,1240482.46,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202501,20250115045,863839.6053,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202502,20250215045,999143.5605,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202503,20250315045,1045694.576,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202504,20250415045,1014022.925,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202505,20250515045,1205401.028,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202506,20250615045,1397463.076,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202507,20250715045,1393612.867,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202508,20250815045,1267321.02,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202509,20250915045,1359546.352,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202510,20251015045,1366047.95,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202511,20251115045,1472933.952,BMK,16.6579323,102.3709702,B2B
15045,15045,MARKET,Phuwiang,NE1,NE1,15045-Phuwiang,202512,20251215045,1502846.177,BMK,16.6579323,102.3709702,B2B
